instrumentid,Water use,Climate change,Land Use Transformation,Terrestial ecotoxicity,Trop. Ozone Formation (eco),Freshwater ecotoxicity,Terrestrial acidification,Marine ecotoxicity,Freshwater eutrophication,Marine eutrophication
C-0IUX,64.12885919356121,34.34314535710272,69.9457203653372,56.354306810801724,35.30432470908185,39.878521806785955,38.19962634957543,49.51298162248685,0.0,36.016339078985794
C-0IW7,7.282085393745154,18.322558645432842,0.0,9.713476840948237,18.383372131844407,15.25343774465438,16.31826802660185,12.584881649238842,0.0,29.96634485998365
C-0IZ8,90.50333829100994,79.82778289152716,0.0,74.11133790950882,82.3952931386639,52.80107310065733,80.50606618916385,73.11264508399707,0.0,44.61910030947916
C-0IZI,63.30146681289526,26.671078514092265,69.72713638258924,54.719197357613744,28.787714988250773,36.564833448728294,33.755794620281435,45.774840123324715,0.0,26.14097423347836
C-0J1R,27.232878308171077,44.977187252340975,54.669116478122916,51.58730608716714,52.36979827539668,50.6904716612113,30.297694160091886,73.78514337482643,0.0,25.507375184780173
C-0J1U,10.951064326901466,6.066446342006854,36.25082066826452,5.472954526181298,4.717940853927086,2.942213453490819,4.375753428412495,3.3180286343253815,0.0,5.090028942680725
C-0J39,61.22287361037427,87.30189962366453,82.93277352772168,91.28908804201069,83.81992788148776,92.93495401446425,84.66285490693302,90.22095915227177,0.0,90.44385237557552
C-0J3K,73.68862263144294,74.15501067441011,94.91394113723894,67.36308161884193,70.20754923288769,70.41280406721202,62.320787855920244,66.59801238916305,0.0,77.07076077648074
C-0J46,42.79971789450574,17.54995108144119,0.0,36.077404736735375,26.579655503410134,29.545704749542512,21.451064672680555,23.13042133804227,0.0,14.028663084549128
C-0J4X,51.9864779906131,33.35164283034096,48.89285581828111,21.890746596499998,32.10979400365121,11.55641287723723,30.133625047697755,15.475008320477258,0.0,32.670507165427985
C-0J50,36.6065926675317,77.12433607563423,0.0,25.558798543444823,68.69569883775056,12.13152522480879,57.33222865512747,8.874982546505498,0.0,31.432739364000277
C-0J51,39.662985282254084,46.817840588842714,32.09945823562998,29.784092723906035,34.39865570934112,27.333124823365345,32.67017611221867,30.744921230716866,0.0,53.36568479238236
C-0J5I,4.799256634340467,1.4017672685650093,30.31347192772883,0.7577359279079878,3.101088260209122,4.2523920926543495,2.338472485623618,2.1601619937020713,0.0,6.479511646794419
C-0J5Q,44.3075633978576,27.896288616032226,0.0,37.86410196368142,35.03530163592543,34.949183840917584,28.698217031940022,29.35941998625426,0.0,15.73362133761427
C-0J5T,58.961253018956164,73.28415349218756,0.0,72.13036785295961,80.07042764052645,77.37968075599599,66.72233562351573,73.75290510288312,0.0,77.55228564002617
C-0J5Z,56.54674464828099,56.94855440152077,55.65046164324332,58.79349945228467,52.39039206917512,46.7299596537999,59.44294510357538,47.719237433370715,0.0,57.88615928970721
C-0J66,11.04438023134793,6.167364989176949,36.32540686960935,5.548963920523404,4.810733660625972,3.010323631815237,4.449019089156611,3.4553089735140894,0.0,5.185297154081149
C-0J6Z,11.60682169051112,38.52140476225808,0.0,24.54219211724554,31.709536624987926,27.279596337113993,27.99394918596601,22.444235787335312,0.0,53.41181449349669
C-0J71,33.18321746574931,27.14948525522593,75.52318687058082,6.017192627899733,36.777810982257975,35.63942304503794,29.921479167587268,27.155696742557105,0.0,45.574938413890756
C-0J72,5.78561834843734,12.065670609704606,0.0,6.358000979534303,12.549759251890366,10.920692994846554,11.111111111111112,8.95177260962663,0.0,22.222222222222225
C-0J76,51.82439717679665,65.02814732961308,45.63770617438328,50.42230993039387,69.63420090901201,70.82686812913073,60.61481721522828,66.27909694865053,0.0,56.45590576487744
C-0J7Q,26.347635064330337,17.94316787417435,39.92335078221585,12.40538815707335,22.09813561742589,6.804861470234387,13.370785773936419,14.774006672454137,0.0,8.680376274286603
C-0J86,54.765049091946075,22.451273102482727,0.0,56.17649851877897,23.925049238536733,38.45923946764072,23.594333891203785,31.56378999904183,0.0,16.51476087586861
C-0J8P,38.99862877365882,12.250520700278122,0.0,25.44686698115673,19.907645835793954,19.473328387231113,15.929549185006719,15.919010014729325,0.0,6.282196428105992
C-0J8W,58.16000857916129,31.056852110181175,32.96437433362556,45.76497212823831,39.765919431023924,25.838022212080965,39.48162140664343,28.020841498340815,0.0,16.623652736317986
C-0J8Z,39.44357656638284,13.376486724425327,0.0,26.698862281751396,21.225251113035327,20.818526700480344,17.114626964746606,16.965086112989557,0.0,6.926613383824481
C-0J9P,73.58985145272639,57.00925090132398,0.0,50.27185899397729,60.99502179830188,24.36837344458342,61.736313120886,44.8435055297293,0.0,19.90385981439212
C-0JC3,5.952802491934855,6.978923022567147,0.0,5.910280608616623,7.113898218553978,7.2758967207380145,6.15638039597186,5.5582865916632525,0.0,19.383479735656767
C-0JCB,91.66771465978114,82.99827846892488,93.4974257539708,82.02957513476395,88.72448113658707,87.79405560612237,87.34682838624457,88.72475042540273,0.0,95.31320717766675
C-0JCK,29.523656252437906,31.10903469920882,55.24091939355375,20.871877164879656,23.198475651974586,10.333642590032458,21.028598313032575,17.327117522622828,0.0,20.63225121764998
C-0JCT,22.110369285188206,3.842446865360394,0.0,2.5099092698010312,3.024325101959364,3.8242270964754943,3.1934722277997913,3.153794383068963,0.0,10.493190344913938
C-0JDM,36.41481521290269,23.032583241692365,47.75018091003628,33.878990414252065,22.900157696707677,27.958911270138337,19.192687238256898,51.54638187669319,0.0,24.599986988918516
C-0JDP,24.75458356229422,15.527587039772072,49.65405777035786,11.383328522276623,11.277701151847285,6.047137028390215,10.397155564755066,8.810405528350664,0.0,11.988941661438814
C-0JHU,13.02688445275699,0.14443378183177616,0.0,0.12662162867843507,0.11899733852207095,0.1447121839386516,0.12186907915614077,0.12186907915614077,0.0,0.3663709871550345
C-0JN,31.535256820406772,89.98914580617362,66.0220052714198,97.23756010979274,95.4064053762233,97.21311278399862,92.91187186052406,97.11419964765247,0.0,89.23323518228193
C-0JOI,31.360924327686142,35.977361181424996,56.606446650706886,23.443025910593075,26.98829708576081,11.887872590339601,24.161910610373972,20.60452209264692,0.0,24.269014938832694
C-0JPH,44.75937158818593,36.478537401165674,0.0,34.62235813302984,41.798567823672464,36.07091307976618,32.62949422400682,33.33153649270879,0.0,25.240025863335052
C-0JPO,46.58454877812525,7.634523822974329,32.69809574758506,39.992859085263625,9.12068046142444,17.13074806078149,8.258629822038198,14.949755430072212,0.0,2.4402586046857446
C-0JQQ,89.06723326261925,73.55542849132515,100.0,77.31558033259442,86.77758008342836,83.38976420632179,82.46602874590579,81.54811079895794,0.0,90.36825635703106
C-0JQR,8.00887606376802,20.838272879736582,0.0,11.365822827577915,20.957894181001684,16.844255644624575,18.187759415099368,14.265680682769904,0.0,32.88543132875714
C-0JQZ,81.68771106194107,71.53742846274307,87.97636410483659,69.69603472520774,78.7384368914637,77.40901788008155,78.06377434939812,77.83007015049554,0.0,90.46076049044137
C-0JR1,8.737707348267856,2.6474160417639623,34.225556921894885,2.5345182343779276,1.8234978556712336,1.0481684826237916,1.6850151027910296,1.1529794037151817,0.0,2.1758195937267306
C-0JR2,55.55555555555556,91.98396355236187,83.13191440248346,58.37863576745214,94.16739777669441,88.40887861606558,88.94728552243437,86.95216012795089,0.0,91.10130452913764
C-0JRJ,53.83357837533883,43.402028130547905,0.0,51.57216269388078,48.973842894128914,46.85953366895898,40.031191237597056,43.885209449192864,0.0,23.02692309074813
C-0JRV,66.73071723652397,65.10915358454324,57.00825998752954,47.668139616450844,64.21292226713685,61.923204283128506,60.11948341788879,58.97206602745211,0.0,77.04096752213312
C-0JS2,80.81035859516383,70.20027214196864,83.24119854416764,67.78210161208595,69.89716625670265,74.6658811047554,62.38017514911894,70.44756023541227,0.0,71.86382377330688
C-0JSC,72.10943816382682,58.35918973303609,76.75391965487087,56.74017130153787,58.62253382213317,63.991411911107235,51.87775303759488,58.645689934245596,0.0,60.31462123126663
C-0JSJ,67.12294473967705,41.0889567867102,71.80276703489963,60.20119025930825,41.065754885401475,44.6921245279895,42.638043189919536,54.633414423119795,0.0,41.99751561977912
C-0JSY,38.55768791445049,40.17165189860883,54.084049326118745,48.73414192791437,45.65395012173311,47.17041114971057,31.07735119186553,70.78459982861679,0.0,30.105992757811013
C-0JT5,48.962834732005234,11.178937738593252,33.710411653077166,44.07037241076977,12.019754402017405,21.223607488612785,11.246442325716924,18.636744029049993,0.0,4.428542035456632
C-0JTM,78.21669973310456,63.16466227147679,0.0,55.66689944290077,66.99237201178795,30.149421388997123,66.36905200889099,51.54480241854225,0.0,22.453357215702813
C-0JTQ,51.34111068991578,64.16974739148279,0.0,66.82419373992195,74.81868135181027,69.79063739360913,58.30247038496059,64.58012829449684,0.0,72.84055806555894
C-0JU0,33.71537443018446,52.91576180918318,72.79564622080035,23.94480447106527,38.62546282248034,29.11231351842417,38.5692010316873,24.873464129278126,0.0,35.97035778418147
C-0JUJ,15.361403838490602,8.735512721437173,57.861580796837885,11.794561829169648,8.623805573353778,5.661565061079248,6.146443719461587,10.460989484527754,0.0,2.640075106213501
C-0JV3,15.000875631237989,57.476922788736005,0.0,37.61202672037119,48.42150158035257,44.26220811498002,43.7693991344037,38.114042888983334,0.0,69.75214642642746
C-0JVD,19.248085031658434,26.312670101245526,61.20730013841625,20.05103795767197,26.223891919690377,21.384153314200947,21.021049130314346,24.37731661221199,0.0,26.90522451090938
C-0JVI,33.49857929438669,84.01936075169597,71.94004016610793,43.027867086706806,85.91382736811511,76.722737502027,79.0756196003959,72.46656548735177,0.0,83.38609424992194
C-0JVQ,60.38222502704252,38.40696785363515,68.59676934645728,43.27750536504325,41.95104848515647,47.097641588389585,36.31242671331361,39.06536720691527,0.0,42.49593495552811
C-0JVT,43.86859744247601,8.367392044359148,57.17796966408428,19.51284247391751,12.793076882789006,17.29096155070182,10.73766228021571,12.486530474901986,0.0,13.669576349217817
C-0JW2,6.4255863627759355,14.117240719919197,0.0,7.72730995385581,14.206231707160507,12.023927394612155,12.682105380834175,10.091291877558636,0.0,25.436185059535692
C-0JWC,18.51823574703615,28.362080777414413,41.06453063965665,13.681622771138708,27.734406935962603,25.336915490089527,22.69921688691753,23.456493358526185,0.0,34.610929676385574
C-0JWG,50.19076890353213,42.868825549371174,0.0,47.97389780453184,48.27886827066455,48.191432888923345,41.31893229698659,43.34404170059398,0.0,28.312692726239014
C-0JY9,38.830148425282594,81.03110955101282,0.0,30.48060336881397,73.63535838739138,16.6410739190488,62.76204067130059,11.891196633687697,0.0,37.62968076040177
C-0JYA,55.48644368992072,89.96028255839147,68.90352000905833,84.54080367830277,92.12708013625483,81.30960404339388,89.00107922928878,85.8218624473418,0.0,81.37729649224653
C-0JYM,9.838070048910325,31.24684456047147,0.0,20.232287095631463,25.21380227615638,21.34425021750278,22.307284377144757,17.06694119579063,0.0,47.216565140549434
C-0JYW,12.658814985408332,4.956787549158637,32.793906158691,1.674816504555042,6.929910703115784,7.6510428003453494,5.532560357870154,6.365751250221995,0.0,10.057922601806599
C-0JZ0,56.34307415369562,75.21051569398396,62.36383894846723,63.94906958945498,74.37414055758398,71.93075908195543,72.35648294692614,69.32247460348209,0.0,76.5162309325879
C-0JZ1,83.30703499265421,68.79078065122707,46.54964084100525,85.03283935757729,72.11636954089381,76.12533315631383,70.6720937745815,78.18328679025323,0.0,31.040233358799263
C-0JZ2,44.01443818292907,27.167749625119864,0.0,37.31608963478361,34.278990540563605,34.14569585253406,27.98259827248335,28.57479161689097,0.0,15.327163847560543
C-0JZS,55.38316057172877,40.77634197234219,50.87987411058145,26.17009124160476,38.55101731393605,15.592595193488604,36.109518753079826,20.32629591452679,0.0,38.32798952652491
C-0JZU,90.01661509178027,68.1774311569304,88.01832783242816,85.2541690688629,65.1904264694711,72.99750638557589,68.21424032978423,83.83908823456136,0.0,61.87542428055608
C-0JZZ,13.232313812047462,11.982914569345137,39.135899620624826,9.560036266887709,8.052930464043246,5.2897139877300425,7.123905684806049,6.036330888229582,0.0,9.908704734484255
C-0K0E,41.24933517704282,6.962873940588462,54.40616385436145,15.12803028953986,10.633079555932406,13.528672644445717,8.571722500248148,9.76860893132065,0.0,13.127376104246357
C-0K0E0,76.27922309051016,70.15962164569622,30.45057853705201,76.39617144198708,81.561574791464,75.26188142004673,64.62177046931137,72.89829159749604,0.0,77.0301667414638
C-0K0X,11.826979552208455,39.7899413039766,0.0,25.170490885743646,32.53597795993342,28.186504719121135,29.012018936032618,23.281100096250018,0.0,54.36729686251716
C-0K10,40.07802724094077,14.571955193289657,0.0,28.338900006459834,22.61241127256934,22.11647106054787,18.27821145609097,18.198688174144728,0.0,7.892732024119336
C-0K19,47.89331037042879,11.12867873767498,0.0,45.724374429530975,13.223899347249093,24.76060576849203,14.13069290752557,19.964639865595963,0.0,8.809325440664022
C-0K1E,9.394902956136256,3.553504393650522,34.88204903055447,3.6020668790223196,2.5916001705827107,1.7067664835488223,2.3344533579460283,1.6438655482713849,0.0,2.9702396270086933
C-0K1G,59.50529829589962,28.50269835849734,38.64495353992458,58.21221439609491,27.02612070135467,39.227674220761536,24.371658126620904,35.31094069944098,0.0,13.942244856196536
C-0K1Y,12.171678553083348,35.82579079164712,0.0,20.716821711102384,32.829535245721644,27.843595742647175,29.030590872862373,24.34737702585353,0.0,46.620441477587086
C-0K2F,88.65860700807096,85.69070456367851,97.40552079632742,85.94281191831028,84.9123318388847,83.96894354960965,85.65377384670964,84.91862815975794,0.0,85.01005325319014
C-0K2K,58.30541604264942,65.03923015198481,52.99440120121703,40.95203410271493,58.06996182729567,43.01919535464889,56.586289187397874,44.26931062932503,0.0,56.20289686903897
C-0K34,17.48317075274536,4.013096196569816,43.8621399156341,3.263063968334149,3.8478084052470156,1.10800227287057,3.5210617588549447,3.1936882702446456,0.0,1.9290804434500424
C-0K36,20.54674549619659,5.054550094851331,41.61998261243148,4.072656684175838,4.249875576908291,2.7639757836202694,4.154318714769381,4.084255956535502,0.0,6.482861317177842
C-0K3H,39.18548077771825,18.62329047741385,0.0,22.14666713159531,24.98262830895123,19.773241994074706,18.203730674251045,18.345395243435835,0.0,12.48048184952362
C-0K4C,89.14196875583045,93.94170794187517,88.5880413039498,91.38352535643243,91.48101477490678,85.92074458415307,91.63153941331065,87.43776940901918,0.0,83.83819360770708
C-0K4T,7.099235821344497,10.344028305588482,0.0,8.041917698141374,9.389446896141447,9.089399992966934,8.282834280977477,7.112938337981822,0.0,24.58435314302222
C-0K6F,47.18379678171615,27.556291253579662,0.0,28.121228478014356,26.02312567234405,22.181313697903043,22.040030916912606,16.928639333633456,0.0,42.622259446386664
C-0K6G,18.584147239390127,42.48072268176318,55.19532482130596,33.22951841695067,42.3994915382324,47.73690454758876,38.85557436541963,47.6103289193249,0.0,68.12140232548597
C-0K6R,33.12543859994848,10.883869796854912,45.25245632098422,26.477550875411193,12.838392573324587,19.294374023418815,11.31564704814525,42.08510137315136,0.0,11.847688316270814
C-0K75,32.280226100486296,55.16426716275915,75.08228016260226,70.69525388488738,41.35625121544735,57.58862621321772,63.854124858049566,80.49692362170784,0.0,59.584187015351745
C-0K78,15.479914715663757,60.55659417226873,0.0,39.6448438918315,50.900337398758346,47.09249474376691,46.10091223121534,41.35670452572195,0.0,72.02041414273151
C-0K7J,83.15470532665591,78.47395798115564,95.63685512794827,87.71681271369431,77.41539795708465,84.19603475539621,68.68403308711896,83.97187456962251,0.0,80.10123796176862
C-0K7U,55.68374304557794,59.63832202906612,42.982455878546844,44.88471002908378,51.94112732756005,37.725318585245844,51.40449420520545,37.405624383807854,0.0,44.5581109010853
C-0K80,78.78102469544207,87.51286684603254,68.68137962831554,66.22414525916321,83.47948895584437,79.27064663733711,78.3267238132685,76.20624457084695,0.0,88.37571845978562
C-0K85,66.85674746722668,65.91588021402053,92.99689292648421,58.63777923239897,60.75531716988879,60.612636971896336,53.765145874951315,56.177177391286115,0.0,69.08647696365547
C-0K87,79.7667081165443,90.36874253248777,74.00248471327724,88.46805170663741,84.39891830691563,71.15082064368627,86.99294281461859,75.77512961212938,0.0,63.63816927028181
C-0K8M,25.204258645491745,64.29391591822605,63.103193900689384,28.35082177779715,79.1571502214705,69.49772792662678,71.18541231947069,64.29552861203621,0.0,57.05203989421377
C-0K91,9.81758974917876,18.909350800984516,0.0,13.634074963840872,15.67320185305837,13.582106353293547,14.748046812487,11.263200589597664,0.0,35.40921483177314
C-0K92,54.93365738961518,45.64456220021951,38.350229884035805,70.96694858506594,52.370975090307695,63.12991612058051,44.89745630741497,61.81737858183403,0.0,33.48019681762622
C-0K9L,89.89832629430796,81.38575122642125,0.0,96.37259702202252,85.18722614982339,96.99490393962752,85.09756396055593,95.96022801392536,0.0,47.22504111721673
C-0K9P,52.05196966480483,48.775958884483,0.0,47.57095893980454,53.713286549967656,50.75197307974141,44.58134558145496,47.712499470327785,0.0,28.690229479202333
C-0KAB,18.97709980900446,18.162131136040177,0.0,13.623211256353123,20.301893945264897,18.192124190412976,16.77911306455431,14.966442059616627,0.0,25.057422822756443
C-0KAZ,92.07224127141677,94.94268467218558,87.0698124441324,91.34816481209603,91.65442013014888,91.33862026195884,86.65896501586157,96.26996390527322,0.0,87.36044024864005
C-0KB7,21.916437309855215,2.8662045314682745,0.0,1.916066625206738,1.7878310909611468,2.988439918614515,1.9494195449786325,2.077327113057412,0.0,9.02828594496015
C-0KBI,48.29318634967032,58.78858581941856,0.0,51.38176126539413,66.01684647518313,64.7448024822046,54.82322832250001,59.74707300945757,0.0,56.9670380700743
C-0KBK,31.452272166228866,36.355071945841914,56.68847219087271,23.614205830228677,27.295754697566526,12.00756780317894,24.428297975648626,20.86647810125983,0.0,24.637041179941225
C-0KC4,49.92516820457264,14.222358585820057,0.0,49.437706158896574,16.61816654298448,29.468974769129098,17.416091029953883,23.8960729433267,0.0,11.179058241235996
C-0KCD,63.54845517155688,87.10546027806797,41.71484275586379,61.88477812130526,91.73849667284792,91.86848074381766,85.38882001485709,90.93226282564032,0.0,96.15306710722577
C-0KCI,43.60430166774077,79.05206488666627,59.64719562480708,27.543940221620954,75.29967397264151,64.93468408428414,67.49303143053977,59.54206330865161,0.0,67.03259941932973
C-0KDH,90.9494837618611,51.54623465381828,35.02714481069692,31.774748857877285,62.85751599377585,63.87059648390216,54.93296478662268,58.2835295814508,0.0,77.69694880393007
C-0KED,53.76908477934516,20.388293896087035,0.0,54.85128353287626,22.425112157865193,36.25588517214366,21.96480159676101,29.61446344541035,0.0,15.197808400915088
C-0KEF,6.270448133591625,14.206444072354197,0.0,7.61535594971757,14.401743746177043,12.117010680380647,12.803080722199306,10.18483701743539,0.0,25.306773693932566
C-0KEH,42.98660366938097,67.8625651281866,82.57760500248047,38.38422290324883,72.59711704957392,74.82663934154972,65.27433299551183,70.54033844841864,0.0,85.88900455893942
C-0KEI,86.34657658844118,74.34272219227566,0.0,67.2646071011278,77.40592474453415,44.02793270050431,75.55582649213993,65.97175109559072,0.0,36.4090389420805
C-0KEJ,89.48128073813373,94.23776599552247,81.20035566542407,92.63106062849783,90.15932495063743,77.77777777777777,92.79976820588291,86.12768056215879,0.0,64.46509946421686
C-0KET,41.63055764628753,39.6618033801875,28.72063825342049,47.209343382497465,55.07626682000076,47.62255479714463,38.79852240011613,39.53794742801229,0.0,50.62754936740209
C-0KEZ,84.53659306512414,74.71433295420114,89.32531608138625,73.17236637236533,81.03377580463777,80.05693991775466,80.70187752481388,81.25687936232795,0.0,91.52755841917173
C-0KF5,21.45190719298105,2.482926208894233,0.0,1.6859407686757748,1.5531918574860546,2.674916754770747,1.6854245513886332,1.767397655232152,0.0,8.233012673800197
C-0KFE,13.220901910111996,47.056600051605216,0.0,29.83421059905585,38.72240300403475,34.52839365632083,34.87953603787473,28.35110504512385,0.0,60.638101912934616
C-0KFZ,57.031135709214034,23.938671429910993,37.55050144517031,55.19159889707035,23.356995142774224,35.21676115395459,21.35107664369723,31.329008279809862,0.0,11.680623128026117
C-0KGE,17.666702275734757,4.34850966648547,44.133920921878534,3.600467574707779,4.131552187682465,1.2808880188958378,3.8384845767107176,3.5349456596701176,0.0,2.0590479636225423
C-0KGH,20.208687607854717,1.5503873609283434,0.0,1.0947952294427596,0.9852529654419132,1.7848766017540632,1.0090298919752119,1.0090298919752116,0.0,6.301837434918046
C-0KHE,44.78002515955365,29.18327206715981,0.0,38.912872401488215,36.57150849543992,36.4983458502882,30.163142871267052,30.790352887755585,0.0,16.69575444564485
C-0KHP,92.65793474507518,90.97949126379662,87.93983489527652,78.21185881568363,88.58752226570512,82.8333239111886,87.55208336399046,83.21480448690207,0.0,97.09068875681443
C-0KHZ,56.061628246990125,88.3501059884861,0.0,85.00866453451602,90.87509557146322,76.40213448328836,88.33298115423865,84.3417806344609,0.0,65.26715861383653
C-0KIX,37.5818389875623,78.85507961898422,0.0,27.324698128254614,71.06656815001769,14.282419772644328,59.77271083742921,9.975333589952687,0.0,34.40097127984023
C-0KKZ,20.011444402672872,1.4280349751300256,0.0,1.0131984656293664,0.9505952472308409,1.6112386496558777,0.9735357854977547,0.9735357854977547,0.0,6.054176796103784
C-0KNT,75.79708447903072,60.05064885115734,0.0,52.773361208540194,63.92518905500726,26.40099588736607,64.16092953533726,47.67132301820966,0.0,18.953412839450046
C-0KNY,8.235033795870908,13.571372365361563,0.0,10.348087874566268,11.794387279975153,10.608721988907627,10.734998321901584,8.60975060058308,0.0,29.552991634142195
C-0KO5,10.2086503262021,30.982584729317026,0.0,18.17108321774599,27.551516732333454,22.54954015522073,23.88299411571102,19.0873934337785,0.0,44.31750683618104
C-0KOC,8.565798773184664,26.773339130351776,0.0,16.654650911213476,21.337778195602212,17.55426295399222,18.807144492763374,14.08427437076998,0.0,42.56768263049004
C-0KOD,6.00340486538687,0.8909950213034679,32.06688518318185,0.9122034987884373,0.8177632805572685,0.720830959602027,0.765713497125152,0.6481166121061148,0.0,1.5455036473338875
C-0KRX,14.91586230722319,44.44444444444445,0.0,28.607100548211704,36.958344974527805,32.20327761330976,33.04429410860216,26.648740499526152,0.0,58.689822052868266
C-0KS2,83.82061811411374,86.04607459033924,76.47153244765859,53.41914788421902,79.77533456387083,69.4776693082604,72.68918375139697,65.52328420607351,0.0,81.65556188591908
C-0KS3,14.38542806329825,9.965681917520577,35.7181152067083,4.394563388566777,14.70578866956425,15.99122701354781,12.008152976407818,12.086248171442255,0.0,20.038879284163023
C-0KS6,35.05964152514241,57.64023012372379,74.804331961759,27.14044159736657,42.81544141130847,33.51379653451636,42.15270261442177,28.630527743320556,0.0,39.74508749204957
C-0KSA,36.01776008617231,14.369930139703788,46.312659273697065,21.436896644721635,16.41537144812089,14.441113275141475,14.060968871453131,13.486427905434104,0.0,8.60906696584129
C-0KSJ,45.33714310262197,35.473527251534186,0.0,35.49076086907467,43.084819629564265,37.73227104035069,33.333333333333336,34.7692784674587,0.0,14.789810524306251
C-0KSR,30.406658059043174,42.9420870950828,68.64725474027674,17.050342244354745,29.023584427230425,20.147980635676618,29.57628046911065,16.812849550147003,0.0,25.109501130861723
C-0KSX,23.253305734514775,34.34394249353818,51.57200536510709,44.644955750336806,43.68008049698986,41.66764445882571,21.976649507120356,66.42687688920981,0.0,17.165833580702195
C-0KTI,38.28616018163879,91.41768129456918,82.36727018056817,55.55555555555556,93.76482956591556,87.93034938471045,88.29483935651754,86.27308700850416,0.0,90.7226547331744
C-0KU1,10.455988052466212,21.344904109276666,0.0,15.027338860350211,18.408216024317976,15.691437059245416,16.937708522809828,13.03138464398756,0.0,37.468315505113154
C-0KUE,6.919628814390445,1.0606131260567104,32.77953898119975,1.1195976181489706,0.8933077798523913,0.6750373386101554,0.8383948858195642,0.7009126487125381,0.0,1.1010181124879148
C-0KUT,9.578499956425453,3.869415968683952,35.085048651547204,3.9653089186084665,2.8804464932205964,1.9107384066696307,2.6049082609253142,1.7958960597485758,0.0,3.229869552905709
C-0KV3,6.680032104503984,15.610173908222635,0.0,8.353446088058487,15.818534407622794,13.226627519104905,14.280059857113567,11.108026592055872,0.0,27.251145683117233
C-0KV5,13.630842989369626,49.45114066152364,0.0,31.70465900631763,41.24120637274362,37.065934021692165,36.76791262016967,30.803480026888145,0.0,62.6401311702535
C-0KV7,51.88688025595386,14.775194584129453,34.97019821436339,47.68883884775231,15.22647677402696,25.391292565473467,14.691471978186406,22.98636611965024,0.0,6.405698057298309
C-0KVV,48.848428390704825,60.2348314404735,0.0,46.10873781772511,65.08123286658515,66.08000859416063,56.304380547572585,61.25978151488569,0.0,50.50471690248051
C-0KW1,41.6022630703356,85.8429783724274,66.1550554875206,74.20620093919959,67.41549609265152,71.58193842890263,65.03651177723975,67.24399537599842,98.0171301812739,66.63150458479265
C-0KW4,39.066027105880366,13.0125097178324,0.0,25.664913134110623,20.26965867809608,19.7316032586764,16.269690205507654,16.191879173800213,0.0,7.762245936579825
C-0KX9,28.90190096606756,29.546933016109655,54.55488608373204,19.242254892504594,21.76569570957679,9.68676817272433,19.732208086101647,16.092396730806218,0.0,18.969045839061966
C-0KXA,41.4415794100275,21.991689244274575,0.0,31.09361947266426,27.07999055953603,26.01890128319925,22.12072453499288,22.421358660870602,0.0,18.069248445697816
C-0KXI,19.575177536972024,20.187249650085633,61.8540844978401,18.96593670179142,16.689449798966564,9.298923892287418,12.981141854049415,17.764214405086577,0.0,9.419881000379911
C-0KXM,36.17981150413952,11.051397427209524,0.0,19.862370843073883,13.797045262638092,14.291789008665834,11.68946527676659,11.751774495414317,0.0,12.565112706158368
C-0KXO,58.40917867670515,35.35637417840845,67.62565575461552,40.486662945936466,38.97351290114833,44.12989401233596,33.58929994806603,36.32722325757764,0.0,39.467555672171045
C-0KYY,14.608694862060931,2.316797788119365,37.951974226949396,1.8549015615848485,2.600029381885649,3.003808754346121,2.3155039294148843,1.9676839297809112,0.0,7.24501340650535
C-0KYZ,11.755389597486664,2.7995093448462414,42.89502629849052,2.0527367412912523,1.8532415100562112,1.3088260614375458,1.8370646284890966,1.0647271799681126,0.0,1.969309019208402
C-0L1G,33.07151289300901,21.30764709187318,0.0,14.141376259696944,13.129567459020503,10.76747131870879,13.218966408778776,11.386162677415927,0.0,31.765856893063226
C-0L2T,76.4400077841113,27.316916241503176,46.21708738630457,65.37078912707054,25.980906700437345,60.164067385730746,57.458345189010565,48.57244496165244,0.0,8.070480696303209
C-0L3C,74.82151165822556,41.742867413824044,77.32586344219268,69.31410697739099,41.52024814344401,49.037867817785305,47.817392063376765,63.88955451090135,0.0,36.45718418296575
C-0L3H,40.477479946952194,18.030969997282913,0.0,29.336915415624105,24.03176730590928,23.216084909614583,19.862137149197537,19.89031332052669,0.0,11.231497026963076
C-0L3I,5.055745891441665,3.524021141938823,0.0,3.1701382104815696,4.671637669044043,5.319069243506222,4.287073007811554,3.674501318391205,0.0,14.00654071038704
C-0L4F,70.96298753461441,29.387116951676127,30.35490866435307,61.132549983699036,63.532689383313176,42.352524072026135,36.727927570864445,46.67461292778036,0.0,36.04419355652035
C-0L5A,64.20144940585227,87.27857756665775,75.57696544089731,45.988451540768295,87.07011988481308,81.57572705523181,80.51290355946139,77.92595755178937,0.0,88.40798231652467
C-0L5N,20.223072454395833,1.5605411060346714,0.0,1.1015667585458222,0.9881291303355201,1.7992864188972775,1.0150443716730955,1.0156444139738743,0.0,6.322382903412365
C-0L5V,70.09489945202067,50.57690817761229,63.541276700660376,49.58833549504567,55.25596302146082,35.818937772812724,55.495341035919076,43.7166438789289,0.0,29.60964895685076
C-0L66,58.333653514367136,94.21066321525255,84.04753412362044,91.3058197436972,94.31785331346597,94.57532190143746,90.48709039731543,93.70003712846453,0.0,97.06267383950973
C-0L6P,10.759035639577814,5.793594260329322,36.09733461010897,5.316539772379553,4.526988615193896,2.802053978912485,4.224984824260304,3.035528416531557,0.0,4.849712706252133
